,Time,Headlines,Sentiment
361,1-Jul-20,UK annual house prices fall for first time since 2012,1
362,1-Jul-20,"Upper Crust and Caffè Ritazza owner to cut 5,000 UK jobs",1
363,1-Jul-20,US shale gas giant brought down by big debts and oil slump,1
364,1-Jul-20,Tesla shareholders urged to oust Elon Musk over $55bn pay deal,1
365,1-Jul-20,"Nils Pratley on finance  


  The future may be V-shaped, but it would be rash to count on it",3
366,1-Jul-20,"'Gravest crisis' as Airbus plans to cut 15,000 jobs, 1,700 in UK",1
367,1-Jul-20,"The politics sketch  


  Boris Johnson returns to his happy place: upbeat, vague and incoherent",4
368,1-Jul-20,Business live  FTSE 100 posts best quarter since 2010 amid Covid-19 recovery hopes - as it happened,5
369,1-Jul-20,'New deal' risks fuelling emissions and eroding building standards,4
370,1-Jul-20,Politics live with Andrew Sparrow  UK coronavirus death toll rises by 155; employers in Leicester lockdown can re-furlough staff – as it happened,1
371,1-Jul-20,"Psychic energy in, newt counters out: Boris Johnson’s magic economic potion",5
372,1-Jul-20,EU bans Pakistan national airline flights over pilot exam cheats,1
373,1-Jul-20,Harveys and TM Lewin fall into administration with loss of 800 jobs,1
374,1-Jul-20,Boris Johnson's 'loose change' is hardly Roosevelt's New Deal,3
375,1-Jul-20,Britain and Brussels turn on each other for prolonging City's uncertainty,4
376,1-Jul-20,EasyJet plans to cut 727 pilot jobs and close three UK bases,4
377,1-Jul-20,"UK on course for a V-shaped recovery, says Bank of England",4
378,1-Jul-20,Boris Johnson's 'new deal' speech: what is missing?,1
379,1-Jul-20,How does Boris Johnson's 'new deal' compare with Franklin D Roosevelt's?,3
380,30-Jun-20,"Stand aside, everyone: the Conservative cowboy builders are back on the job",1
381,30-Jun-20,Shell to cut £18bn from value of assets amid coronavirus crisis,1
382,30-Jun-20,Seat of the problem: why does Christopher Nolan hate chairs?,1
383,30-Jun-20,Boris Johnson refuses to rule out tax rises to fund recovery plans,1
384,30-Jun-20,"Progress on gender equality at risk from Covid-19 jobs crisis, says ILO",1
385,30-Jun-20,Redrow shifts its housebuilding focus away from London,4
386,30-Jun-20,Comic Relief's Richard Curtis backs ethical pension campaign,4
387,30-Jun-20,Cinema giants delay reopening in UK and US as movie releases stall,1
388,30-Jun-20,Central banks ‘could face political pressure to allow high inflation’,3
389,30-Jun-20,Sunak expands £500m fund for UK startups hit by coronavirus,1
390,30-Jun-20,Is it ethical for businesses to raise prices amid Covid-19? Of course it is,3
391,30-Jun-20,Wirecard UK unlocks customers' cash after FCA freeze,1
392,30-Jun-20,UK economy hit by sharpest fall in 41 years amid Covid-19 crisis,1
393,30-Jun-20,AGL says it will link bosses’ bonuses to lowering emissions,4
394,30-Jun-20,Consumer champions  Ikea left me in bits with a half-finished kitchen,5
395,30-Jun-20,The age of extinction  How do you deal with 9m tonnes of suffocating seaweed?,1
396,30-Jun-20,Diabetes UK calls for extended home working for people in Covid-19 risk groups,1
397,30-Jun-20,"Coronavirus slump could delay building of 300,000 homes",1
398,30-Jun-20,Lib Dem MP Layla Moran targets rise in BAME board directors,1
399,30-Jun-20,"Nils Pratley on finance  


  Has CMA been put back in its box after Tyrie's exit? That's how it looks",3
400,29-Jun-20,"UK ministers send mixed messages over climate commitments, says fund manager",1
401,29-Jun-20,America's coalminers call for urgent help amid Covid-19 and industry decline,5
402,29-Jun-20,Watchdogs warn pharmacies not to hike price of face masks,1
403,29-Jun-20,Chesapeake bankruptcy seen as turning point for oil industry,5
404,29-Jun-20,BP sells petrochemical business to Ineos for $5bn,1
405,29-Jun-20,"US consumer watchdog chief can be fired by president, supreme court rules",1
406,29-Jun-20,Business live  UK mortgage approvals slump as Covid-19 hits housing market - as it happened,5
407,29-Jun-20,Wirecard asset freeze leaves vulnerable people without cash,1
408,29-Jun-20,Byron to go into administration in attempt to sell parts of burger chain,1
409,29-Jun-20,Musical instrument firms Roland and Korg fined £5.5m over UK price fixing,1
410,29-Jun-20,UK home loans fall 90% since start of Covid-19 crisis,1
411,29-Jun-20,Inside the Guardian  Orwell prize nominee Aditya Chakrabortty: 'Don't do what everyone else is doing',1
412,29-Jun-20,Boeing begins 737 Max test flights after green light from regulators,4
413,29-Jun-20,"After coronavirus, cinema may never be the same again",2
414,29-Jun-20,"Match Covid-19 economic stimulus with climate fight ambition, urge MPs",4
415,29-Jun-20,"Abandon 'levelling up' agenda at your peril, PM warned",1
416,29-Jun-20,"Make Covid-19 support for vulnerable energy customers permanent, Ofgem tells suppliers",5
417,29-Jun-20,Red alert issued over Landsec executive's bumper pension package,1
418,29-Jun-20,The Pacific project  Quarter of businesses in Pacific fear they will not survive Covid-19 pandemic,1
419,29-Jun-20,"Chesapeake Energy, fracking pioneer, files for bankruptcy owing $9bn",1
420,28-Jun-20,UK needs 'biggest-ever peacetime job creation plan' to stop mass unemployment,1
421,28-Jun-20,Foreign travel boost as UK gives green light to overseas trips,5
422,28-Jun-20,Hydrogen fuel bubbles up the agenda as investments rocket,1
423,28-Jun-20,Revealed: Developers PM backed when London mayor give almost £1m to Tories,1
424,28-Jun-20,UK cinemas set for worst year since 1996 due to coronavirus,1
425,28-Jun-20,Virgin Atlantic seeks urgent rescue package worth up to £900m,5
426,28-Jun-20,"Back us or risk losing half UK's public leisure centres, industry warns",1
427,28-Jun-20,Is plaster the new toilet roll? Lockdown DIY binge stretches UK supplies,1
428,28-Jun-20,"Economics viewpoint  


  Lockdown or not, a second wave of Covid-19 will badly damage the UK economy",1
429,28-Jun-20,Government and watchdog ‘are totally failing problem gamblers’,1
430,28-Jun-20,‘A travesty’: North Carolina faces calls to continue reopening even as Covid-19 cases surge,1
431,28-Jun-20,‘I’ve not been to the city centre for months’: UK suburbs thrive as office staff stay home,3
432,28-Jun-20,'We've had to rein in our spending': how coronavirus has hit household incomes,1
433,28-Jun-20,"William Keegan's in my view  


  Rishi Sunak is a reluctant Keynesian. But he has no choice",2
434,28-Jun-20,"Hidden gems from the world of research  


  Economic recovery hinges on when – and if – we find a vaccine",5
435,28-Jun-20,"Business leader  


  The low-paid need Britain to reopen. But this outbreak isn’t over",1
436,28-Jun-20,"Observer business agenda  Sales are soaring, but Sainsbury’s new boss is expecting a bumpy ride",3
437,28-Jun-20,We are in desperate need of a recovery plan. But the Treasury has gone missing,3
438,28-Jun-20,Robert Jenrick admits Israeli billionaire he had meeting with is family friend,1
439,28-Jun-20,Why the home-working boom could tumble London's skyscrapers,5
440,27-Jun-20,What does England's lockdown easing mean for office workers?,2
441,27-Jun-20,L'Oréal to remove words like 'whitening' from skincare products,5
442,27-Jun-20,Covid-19 survivors could lose health insurance if Trump wins bid to repeal Obamacare,1
443,27-Jun-20,What next for the UK's deserted public transport network?,1
444,27-Jun-20,Race and money  Why corporate America makes an unconvincing ally against racism,5
445,27-Jun-20,Back to work: English businesses gear up for life after lockdown,5
446,27-Jun-20,Facebook policy changes fail to quell advertiser revolt as Coca-Cola pulls ads,1
447,27-Jun-20,Post Office resumes selling travel currency as UK lockdown eases,1
448,27-Jun-20,Can Kanye West save the Gap?,1
449,27-Jun-20,Shopping centre owner Intu collapses into administration,1
450,27-Jun-20,Three more Midlands meat factory workers test positive for coronavirus,3
451,27-Jun-20,M&S and Next compete for UK arm of Victoria's Secret,5
452,27-Jun-20,No going back to normal after the pandemic? Don't bet on it,1
453,27-Jun-20,Aston Martin raises £207m in equity and debt after sales slump,1
454,27-Jun-20,"HSBC resumes plan to cut 35,000 jobs worldwide",5
455,27-Jun-20,Tesco hit by shareholder revolt over executive pay,1
456,27-Jun-20,Business live  US stocks fall as investors fret over rising Covid-19 cases - as it happened,1
457,27-Jun-20,From wrecked cars to catwalk: the fashion hothouse born in a row of lock-ups,5
458,27-Jun-20,Verizon pulls ads from Facebook over inaction on hate speech,1
459,27-Jun-20,Wirecard UK ordered to freeze customer funds by finance regulator,1
460,26-Jun-20,Bike boom: UK sales up 60% in April as Covid-19 changes lifestyles,2
461,26-Jun-20,Yorkshire building society relaunches 90% mortgages for first-time buyers,5
462,26-Jun-20,"Staycation holiday scams soar, banking trade body warns",1
463,26-Jun-20,Boohoo bosses in line for £150m bonus as part of incentive plan,5
464,26-Jun-20,Texas oil industry faces prospect of collapse amid Covid-19 losses,1
465,26-Jun-20,Australia must reject austerity and embrace targeted spending to beat this recession,1
466,26-Jun-20,UK retailers pay only 14% of £2.5bn rent due this week,1
467,26-Jun-20,"Nils Pratley on finance  


  Ministers should check their post – Royal Mail's problems are stacking up",3
468,26-Jun-20,Robert Jenrick faces questions over meeting with Israeli mining heir,3
469,26-Jun-20,BA tells longest-serving cabin crew to take 20% pay cut or lose jobs,1
470,26-Jun-20,UK Virgin Media users suffer broadband and TV outages,1
471,26-Jun-20,Exclusive: Viber severs ties with Facebook in growing boycott,1
472,26-Jun-20,Call to block key Bolsonaro ally from World Bank job,1
473,26-Jun-20,Pub group owned by billionaires 'demanding rent' amid Covid-19 crisis,1
474,26-Jun-20,'Worst deal in history': Viagogo and StubHub merger faces investigation,1
475,26-Jun-20,Richard Desmond: the former porn baron caught in a Tory scandal,4
476,26-Jun-20,Business live  UK retailers pessimistic as economy reopens; Covid-19 worries markets - as it happened,1
477,26-Jun-20,Covid-19 investigations  Lorry drivers from outside EU 'exploited' in lockdown delivery surge,1
478,26-Jun-20,Unilever to rename Fair & Lovely skin-lightening cream in India,5
479,26-Jun-20,The British government is about to sleepwalk into an unemployment crisis,2
480,25-Jun-20,Renewable energy breaks UK record in first quarter of 2020,5
481,25-Jun-20,Center Parcs to reopen on 13 July in UK and Ireland but pools stay closed,1
482,25-Jun-20,1.48m more Americans file for unemployment as pandemic takes toll,1
483,25-Jun-20,"Global stock market rally is a gamble, IMF warns investors",5
484,25-Jun-20,UK retailers remain gloomy about quick post-lockdown bounce back,1
485,25-Jun-20,English cinemas to reopen without self-serve pick ’n' mix or singalongs,1
486,25-Jun-20,The Booksellers review – warm study of a fast-shifting subculture,4
487,25-Jun-20,Wirecard files for insolvency amid German accounting scandal,1
488,25-Jun-20,Good vibrations: how Bandcamp became the heroes of streaming,4
489,25-Jun-20,"Royal Mail to cut 2,000 management roles",1
490,25-Jun-20,"Qantas to cut 6,000 jobs and keep 15,000 stood down in bid to survive coronavirus downturn",1
491,25-Jun-20,Waitrose boss joins calls for post-Brexit food standards protection,4
492,25-Jun-20,"Planning rules lifted for fairs, markets and car boot sales in England",4
493,25-Jun-20,Politics live with Andrew Sparrow  Papers indicate Robert Jenrick rushed through planning decision so Tory donor could reduce costs by £50m – as it happened,1
494,25-Jun-20,The Robert Jenrick planning row explained,4
495,25-Jun-20,EasyJet launches £450m rights issue to shore up Covid defence,1
496,25-Jun-20,"Nils Pratley on finance  


  The government cannot allow Tata to buckle under Covid pressure",1
497,25-Jun-20,John Lewis appoints Pippa Wicks as executive director,4
498,25-Jun-20,"Company behind Bisto, Mr Kipling and McDougall's expects UK sales surge",5
499,25-Jun-20,Business live  European and US stock markets fall amid Covid-19 and trade fears - as it happened,1
500,24-Jun-20,Has coronavirus sent the out-of-town shopping centre packing?,1
501,24-Jun-20,Flipping hell: book designers lament Waterstones' back-to-front displays,1
502,24-Jun-20,Cineworld staff launch petition to make customer face coverings compulsory,5
503,24-Jun-20,Coronavirus lockdown eased: what you can and can't do from 4 July,1
504,24-Jun-20,Liverpool zipwire plan sparks fears of 'Disneyisation' of city,1
505,24-Jun-20,How will the world's poorest people get a coronavirus vaccine?,1
506,24-Jun-20,"Covid crisis watch  


  The window to prevent mass unemployment is rapidly closing",1
507,24-Jun-20,Covid crisis watch  English shoppers return – but economy faces long road to recovery,3
508,24-Jun-20,Covid crisis watch  Labour hits out at Rishi Sunak's approach to ending wage subsidies,3
509,24-Jun-20,Covid crisis watch  UK jobless figures climbing but most dangerous moment may have passed,3
510,24-Jun-20,Norton Motorcycles' ex-owner must pay back £14m missing from pension fund,1
511,24-Jun-20,Did Covid-19 panic really send Britain to the brink of bankruptcy?,1
512,24-Jun-20,"Global economy will take $12tn hit from coronavirus, says IMF",1
513,24-Jun-20,Boris Johnson issues reopening rules for businesses in England,3
514,24-Jun-20,Facebook to be hit by its largest ever advertiser boycott over racism,1
515,24-Jun-20,"Tata Steel awaiting UK government decision on rescue deal to save 8,000 jobs",1
516,24-Jun-20,Run a business that can't reopen? Tell us how you feel,5
517,24-Jun-20,Living in the UK: have you been made unemployed during lockdown?,1
