date,articles
2017-02-02,"['Tesla, Google, others accelerate driverless-car tests in California - MarketWatch', 'Tesla Model S real-world safety demonstrated after violent rear-end collision - TESLARATI', ""Tesla Removes 'Motors' From Its Name - Entrepreneur"", 'DOT report on fatal 2016 Tesla crash with tractor-trailer blames ... - Overdrive', 'Tesla Model X Trying to Go Off-Road Is Hilarious, Sad, and Slightly ... - The Drive', 'Marion County coroner releases cause, manner of death for 2 people killed in fiery Tesla crash - FOX 59 Indianapolis', 'Musk defends decision to stay on Trump advisory council - USA TODAY', 'Tesla partners with new sustainable home improvement store to sell ... - Electrek', 'Elon Musk Staying On Trump Advisory Council To Voice Objections To Immigration Policy - Forbes', 'Lucid Motors ‘Air’ spotted driving through downtown San Francisco - TESLARATI', 'From Garbage Trucks To Buses, It’s Time To Start Talking About Big Electric Vehicles - CleanTechnica', ""Elon Musk explains why he won't quit Donald Trump's advisory council - The Verge"", 'Crash Testing a Compact from 1997 Begs the Question: How Did ... - Road & Track', 'Tesla Motors改名為Tesla，準備跨足太陽能領域 - iThome', 'Smartwatch shipments up 1% in 2016, Apple Watch with a strong lead - GSMArena.com', 'GoPro’s Drone Is Back on the Market Just 3 Months After Its Recall - Fortune', 'Demystifying Jobs-to-be-Done: Four Applications - Customer Think', 'Xiaomi Mi 5c photographed, it fits Snapdragon 625 inside a ... - GSMArena.com', ""Tizen 4.0 incoming with support for Microsoft's .NET - GSMArena.com"", 'Viber introduces Secret Messages - GSMArena.com', 'Bob Iger Won’t Attend Trump White House Meeting - Hollywood Reporter', 'Beyonc� posed for her famous pregnancy pic on a Porsche 914 - Autoblog', ""Facebook celebrates 13 year anniversary with 'Friends Day' - MobileSyrup""]"
2017-02-03,"['Tesla, BMW electrics fall short of highest crash-test rating - The Providence Journal', 'Tesla CEO Elon Musk appears to release first picture of his new ... - Electrek', ""Trump has a strange connection to Nikola Tesla's deadly 'impenetrable wall of force' - Yahoo Finance"", 'Nikola Tesla–Mark Twain Are Getting an Adventure-Action Film - Vulture', 'Tesla Gigafactory in Lithuania reimagined within Minecraft game - TESLARATI', ""Lawmaker calls CEO 'stupid,' then takes down Twitter page - IndyStar"", 'GE helping modernise Serbia’s largest coal-fired power plant - World Coal', 'A neuroscientist explains why working out in the morning is best for your brain - Yahoo Finance', 'Lucid’s Sexy All-Electric Air Hits San Francisco’s Streets - CarScoops', 'Donald Trump gets high praise from ex-GE exec Welch - Boston Herald', 'Electric cars vs bicycles: which has a higher carbon footprint? - Green Car Reports', 'Europe’s Best-Selling Electric Car = Renault Zoe - CleanTechnica', 'The Porsche Cayenne S and S Diesel Just Went Platinum Overseas - Car and Driver', 'Selfie-focused Oppo A57 to be up for grabs in India starting today - GSMArena.com', 'We Hear: Alfa Romeo Giulia Sprint Coupe Bound for Geneva - MotorTrend']"
2017-02-04,"['Lithuania Builds Virtual Factory in ‘Minecraft’ to Woo Tesla - Hollywood Reporter', 'Elon Musk explains what the Tesla logo means - VentureBeat', 'Tesla is officially launching in the United Arab Emirates this month ... - Electrek', 'SpaceX CEO Elon Musk meets with President Trump - Florida Today', 'Tesla Model S & Nissan LEAF Clocked As World’s Best-Selling Electric Cars In 2016 - CleanTechnica', 'Unique seating in Tesla sparks false kidnapping reports - Santa Clarita Valley Signal', 'Tech firms, automakers split over going fast or slow on driverless cars - The Seattle Times']"
2017-02-05,"[""Lithuania builds 'dream' Tesla factory with Minecraft - Phys.org"", 'Tesla Semi: Elon Musk says they are making progress with new ... - Electrek', 'Tesla set to launch officially in the UAE - Gulf Business', 'Tesla expected to launch operations in UAE | Technology – Gulf News - Gulf News', ""Tesla updates new Autopilot to increase speed limit and add 'side ... - Electrek"", 'U.S. Electric Vehicle Sales Soared In 2016 - Forbes', 'Riesige Gigafactory in Minecraft soll Tesla nach Litauen holen - DER STANDARD']"
2017-02-06,"['Tesla makes progress on semi-truck, Model 3 still priority: Elon Musk - Business Insider', ""GM's Bolt EV ready to take on Tesla - CNN.com"", 'Tesla driver detained at gunpoint after rear-facing child seats lead to ... - Electrek', ""Seeking attention, Lithuania builds virtual Tesla factory - Alabama's News Leader"", 'Tesla Model X is used off-road as a tractor on a vineyard in Austria - Electrek', 'Several Tesla vehicles destroyed and one dead in collision between ... - Electrek', 'We Talked To The Tesla Model S Driver Rear-Ended By A 40-Ton ... - The Drive', 'Tesla certified repair shop goes inside the Model X Falcon Wing door - TESLARATI', 'SFFS Announces Michael Almereyda As Inaugural Recipient of ... - IndieWire', 'With Norway in Lead, Europe Set for Surge in Electric Vehicles - Yale Environment 360', 'Tesla Model S - why its diesel–powered rivals should be very afraid - Express', 'J.K. Rowling and Ricky Gervais join forces to shut down Donald Trump - Mashable', 'LG K10 (2017) arrives as X400 in South Korea - GSMArena.com', '2017 Mazda CX-9 Adds New Standard Features Without Increasing ... - AutoGuide', ""Apple, Google, Facebook and Microsoft file opposition to Trump's travel ban - The Guardian"", 'Heidi Misseldine and Alice Boultbee join Prefab NZ - The Fifth Estate']"
2017-02-07,"[""Why the Tesla Model Isn't Replicable - The Reference Mark - MotorTrend"", ""Elon Musk Explains Logo Design: What We Can Learn From Tesla's ... - Inc."", 'Elon Musk Has Changed the Name of Tesla - Futurism', ""Tesla's top-end Model S sets Motor Trend acceleration record, beating Elon Musk's estimate - CNBC"", 'Tesla Model S P100D Ludicrous+ achieves record 2.28-second 0 ... - Electrek', 'Tesla’s 5-Seater Model S Crushes $1.5 Million Sports Cars Off the Line - Fortune', 'Less than 30% of Tesla drivers use their in-car internet browser, but ... - Electrek', 'Southlake City Council approves Tesla gallery, charging stations - Community Impact', 'Court documents show Tesla tweaked its Model 3 logo amid a ... - GeekWire', 'Daily routines of Nikola Tesla, Mozart, Hemingway, Woody Allen, Maya Angelou, van Gogh, Stephen King, and Nabokov - CNBC', 'Ontario U-turn means Tesla buyers will get full $14000 subsidy - The Globe and Mail', ""Power to the EV: Norway spearheads Europe's electric vehicle surge - The Guardian"", 'Honda is setting up a new company to produce electric vehicle ... - Electrek', 'New leak of the Moto G5 Plus reveals 5.2-inch screen, 12MP ... - GSMArena.com']"
2017-02-08,"['Report: Driver in deadly Tesla crash was drunk - IndyStar', ""Tesla's Drive To Save The World And Grow To The Trees - Forbes"", 'Tesla to begin pilot production of Model 3 on February 20 - TESLARATI', ""Tesla's Model S P100D Ludicrous+ Breaks Acceleration Record - Digital Trends"", 'Anyone Can Open Tesla Front Trunks With No Key - Jalopnik', 'Tesla, LG Chem tipped to dominate massive battery storage market - pv magazine International', 'Tesla finally releases live in-car Supercharger stall occupancy ... - Electrek', ""Five Questions You Should Have About California's New Tesla ... - Smithsonian Magazine"", 'The Nissan-Renault Alliance Nearly Beat GM, But It Surely Beat Tesla - Forbes', 'Tesla concert at Hobart Arena, Troy, Ohio - Dayton Daily News', ""Adidas thinks Tesla's old Model 3 logo is a little too familiar - Engadget"", 'Exclusive look at fiery Tesla crash investigation - IndyStar', 'VW unveils how it will spend its $2 billion for electric vehicle ... - Electrek', 'The Lucid Motors Air on the Roads of San Francisco - The Car Guide', 'Fallout Shelter is now an Xbox Play Anywhere title, available on ... - VG247']"
2017-02-09,"['Tesla worker: long hours, low pay and unsafe conditions - The Mercury News', ""Tesla employee's protest is a clash between Silicon Valley, labor - SFGATE"", 'Tesla employee writes of low wages, poor morale; company denies claims - Ars Technica', ""Tesla front trunks can open without a key but it's an important safety ... - Electrek"", 'You can open the frunk on a Tesla Model X with just a screwdriver - Autoblog', 'Android 7.0 update restarts for Xperia Z5, Z3+ and Z4 Tablet - GSMArena.com', 'Volvo says its first all-electric vehicle is coming in 2019 with battery ... - Electrek', 'Rapid Technological Change Is The Biggest Threat To Global ... - Forbes', ""Apple's 10th anniversary iPhone to cost more than $1000? - GSMArena.com"", 'People Actually Use Food Stamps to Buy More Food - Bloomberg', 'Volvo melds technology and luxury in the XC90 T8 hybrid - Engadget', 'Ousted Hyperloop One founder Brogan BamBrogan just started a ... - The Verge', 'Samsung Galaxy S8 to have 3000mAh and 3500mAh batteries - GSMArena.com', ""The Dodge Demon's massive hood scoop sucks air like a jet intake - Autoblog"", 'How Much Does a Boeing 787-10 Cost? - Yahoo Finance']"
2017-02-10,"['Elon Musk in union spat after wrongly calling Tesla worker a paid agitator - The Guardian', ""Tesla Unionizer Returns Fire After Elon Musk 'Trashes' Him - Bloomberg"", ""You Can Open A Tesla's Frunk With A Screwdriver, But There's A ... - Car Throttle"", ""A look at the first real tuned-Tesla Model S: P85 turned into a 'P90++ ... - Electrek"", ""Audi talks e-tron quattro and takes a swipe at Tesla, says will be 'the ... - Electrek"", ""Adidas Isn't Happy About Tesla's Old Model 3 Logo - Car Throttle"", 'Salton Sea geothermal plant would use lithium tech that caught ... - Desert Sun', 'First look at Tesla’s new mobile app with new UI, Touch ID, and ... - 9to5Mac', ""First look with pictures at Tesla's new mobile app with new UI ... - 9to5Google"", 'Lucid will give test rides of its 1,000HP ‘Air’ at private launch party in Los Angeles this wee... - TESLARATI']"
2017-02-11,"['Tesla refreshes mobile app with modern UI, Touch ID and improved speed - TESLARATI', 'Tesla “Loaner Wheels” program and Tire Hazard Protection saved the day - TESLARATI', 'Tesla Model S is Fastest 0 to 60 Car on the Road - WDJT', 'Tesla’s India plans, RBI’s shift in the policy stance and car sales in January | Mint - Mint', 'Tesla Just Overhauled its iOS & Android Apps – Download Link - Wccftech', ""Tesla Changed Model 3 Logo Because of Adidas' Trademarked ... - autoevolution"", 'After Trump fallout, uber can’t shake its Elon Musk envy - Guardian Nigeria', 'Electrek green energy brief: Jimmy Carter installing solar ... - Electrek', 'Yea Or Nay For This Bentley Bentayga On Custom Wheels? - CarScoops']"
2017-02-12,"[""Father of Tesla driver: 'Had she been in another vehicle she would ... - IndyStar"", 'Tesla starts deploying Superchargers and Destination chargers in ... - Electrek', ""Is this Tesla's first Middle East showroom? - Arabian Business"", 'Elon Musk Reveals Possibility Of Tesla Model 3 P100D - CarBuzz', ""Thomas Edison's shocking history of electrocuting dogs, horses and ... - New York Daily News"", ""Here are some GIFs of Lucid Motors' electric car drifting seductively ... - The Verge""]"
2017-02-13,"['Tesla takes on Gulf gas guzzlers - Phys.org', 'Elon Musk visits Dubai for official Tesla launch in the UAE - TESLARATI', ""Tesla's market cap reaches last milestone of Elon Musk's $1 billion ... - Electrek"", ""Father of driver in violent Tesla crash blames sedan's 'rocket-ship ... - Autoweek"", 'Tesla crash: 5 questions that still need answers - IndyStar', 'This Is How A Tesla Model S P100D Hit 60 MPH In 2.28 Seconds - CarScoops', ""UAW says it will greet Tesla workers with 'open arms' - CNBC"", 'Proterra electric bus maker expands, raises $140 million - Business Insider', 'Nvidia Tesla Compute Business Quadruples In Q4 - The Next Platform', 'How Tesla Accelerates So Fast - P100D 0-60 Quickest in the World - Road & Track', ""A little-known California law is Silicon Valley's secret weapon - Vox.com"", ""Solar batteries 'exploding' in popularity with uptake tipped to triple ... - ABC News"", ""Michael Jackson's Daughter Uses Grammys Stage to Protest Dakota ... - EcoWatch"", 'Mohammad Bin Rashid receives Tesla founder | Government – Gulf ... - Gulf News', 'Lithium-ion battery storage may be banned inside Australian homes - RenewEconomy', 'All McLarens Will Be Hybrids by 2025 - Road & Track', 'First Commercially Available Flying Car Goes on Sale for $399,000 - MotorTrend', 'Elon Musk thinks the human body needs a digital upgrade to compete with machines - UpNorthLive.com', ""Now you can ask 'Be Mine?' with a custom Snapchat filter - Mashable"", 'Elon Musk thinks the human body needs a digital upgrade to compete with machines - WSBT-TV', ""It's Kelly and Ryan from 'The Office's anniversary, and B.J. Novak ... - Mashable"", 'Samsung Galaxy Tab S2 8.0 with Android Nougat appears on ... - GSMArena.com', 'Smart Might Only Offer Electric Cars in the Near Future - AutoGuide', 'Craft Brewery opens in SpaceX’s backyard, creates special beer for employees - TESLARATI', 'The LG G6 will have an upgraded Quad DAC - GSMArena.com', 'UAE’s first electric vehicle road trip unveils 9 new charging stations - Emirates 24|7', ""Clothes Shopping Sucks. Reformation's High-Tech Store ... - Fast Company"", 'Tesla app updated, brings fingerprint authentication and sleeker design - Android Community', 'The self-balancing motorcycle is such a Soichiro Honda solution to a problem - Autoblog', 'The Co-op Bank faces a swathe of problems with no quick answers - The Telegraph']"
2017-02-14,"['Tesla to supply 200 self-driving taxis to Dubai - Business Insider', ""Watch Elon Musk's presentation for the launch of Tesla in Dubai - Electrek"", 'Get ready for Tesla taxis in Dubai | Energy – Gulf News - Gulf News', 'Dubai orders 200 Tesla Model S and X for use as limousines - TESLARATI', 'This Startup’s New Self-Driving Car Video Is Way More Impressive Than Tesla’s - Observer', 'Tesla launches in the UAE with Model S and Model X - Sport360', 'Why do we spend trillions on the war on terror when a far greater risk to Americans is auto accidents? - The Dallas Morning News', 'Transportation of the Future Discussed at World Government ... - Business Wire', '754 HP Pagani Huayra Roadster Unveiled - MotorTrend', 'Your Favorite Dumb Phone From 17 Years Ago Is Relaunching Next Week - Fortune', 'A rainy night is no trouble for this self-driving car - The Verge', 'LG G6 battery capacity revealed: ""more than 3200 mAh"" - GSMArena.com', ""Hyundai's Upcoming Hot Hatch Could Pack 275 Horsepower - Road & Track"", 'The Citroen SpaceTourer 4X4 E Concept is a rough and tumble breadbox - Autoblog']"
